speaker,timestamp,conversation_text,transcript,other_text,condition,rationality,social_impact,valence
Speaker 2,18:05, happens. How about your music taste?,1013,['inaudible 00:18:05'],empathy,0.797714856,0.09400807,0.244004709
Speaker 1,18:11,"Um, yeah, basically everything but like no ... 'cause also not country and not heavy metal. So like yeah and-",1013,['laugh'],empathy,0.846904458,-0.02492338,0.072818989
Speaker 2,18:19,.,1013,['crosstalk 00:18:19'],empathy,NA,NA,NA
Speaker 1,18:21,"Yeah, it's ... it doesn't work out. But I think I probably like ... I mostly listen to R&B and gospel I guess. But I have a very random playlist. Like there's a lot. And like a lot of ... I like old music too, like old R&B and whatnot.",1013,[],empathy,0.831707424,-0.077009336,0.109665141
Speaker 2,18:34,Favorite artist?,1013,[],empathy,0.598853217,-0.132926464,0.175081492
Speaker 1,18:39,"Okay. So there's a few. So we have, um, Jhene Aiko, um, her, uh-",1013,[],empathy,0.790475387,-0.090921671,0.096325235
Speaker 2,18:50,.,1013,['crosstalk 00:18:50'],empathy,NA,NA,NA
Speaker 1,18:50,"Yes. Uh, I- I like her and the album's good. Um, who else? I listen to like the same R&B songs over and over again. But like those are probably my main three favorites right now. How about you?",1013,['inaudible 00:18:52'],empathy,0.886587781,-0.019082486,0.145165134
Speaker 2,19:06,"Um, definitely Michael Jackson. Like every song he made was good, it's crazy.",1013,[],empathy,0.798132215,-0.039605096,0.129203522
Speaker 1,19:11,Mm-hmm.,1013,['affirmative'],empathy,0.710427498,-0.347355476,0.008855719
Speaker 2,19:12,"Um, Lauryn Hill, um, in my opinion, the greatest female artist of all time-",1013,['crosstalk 00:19:17'],empathy,0.904906206,0.049752991,0.150699611
Speaker 1,19:19,You said what?,1013,[],empathy,1.093209362,-0.093110338,0.179881315
Speaker 2,19:19,You said what?,1013,[],empathy,1.093209362,-0.093110338,0.179881315
Speaker 1,19:19,Who did you say?,1013,[],empathy,0.9930125,-0.097546156,0.141658895
Speaker 2,19:19,Lauryn Hill.,1013,[],empathy,0.563536934,-0.065932581,-0.013326854
Speaker 1,19:21,"Okay. Yeah, yeah.",1013,[],empathy,0.775271061,-0.152911012,-0.020967528
Speaker 2,19:23,"Um, and then, uh, Bruno Mars for sure.",1013,[],empathy,0.900898516,0.003882911,0.193136974
Speaker 1,19:29,"Nice. Um, favorite food?",1013,[],empathy,0.632983763,0.094545905,0.158763013
Speaker 2,19:36,Jollof rice but the Ghanaian way.,1013,[],empathy,0.877153082,-0.074328719,0.139564177
Speaker 1,19:40,Y'all make it wrong so-,1013,[],empathy,1.138910711,-0.010171757,0.021819056
Speaker 2,19:42,What?,1013,[],empathy,0.926900714,-0.100740206,0.098136683
Speaker 1,19:42,Y'all make it wrong.,1013,[],empathy,1.118867376,-0.005287202,-0.014692261
Speaker 2,19:42,.,1013,['crosstalk 00:19:42'],empathy,NA,NA,NA
Speaker 1,19:42,You.,1013,['crosstalk 00:19:44'],empathy,0.788461864,-0.200017313,0.126820826
Speaker 2,19:44,Please stop it. Please stop the.,1013,['inaudible 00:19:46'],empathy,0.902510637,-0.008563249,0.000311679
Speaker 1,19:46,"Nah, nah, nah, nah, nah. Like I really just ... There's just something about the way it tastes that I just can't stand.",1013,['laugh'],empathy,0.964789408,-0.167912244,0.036591634
Speaker 2,19:52," no, don't even start that. Don't even start that. No. We're not doing that. We're not doing ... We have 30 seconds left. We- we're not-",1013,['crosstalk 00:19:52'],empathy,0.958263476,-0.071981632,0.051021198
Speaker 1,19:57,,1013,['laugh'],empathy,NA,NA,NA
Speaker 2,19:59,#NAME?,1013,[],empathy,1.13591449,-0.07986106,0.127717725
Speaker 1,20:01,"Well, we'd have to because I have to defend what's right. I do.",1013,[],empathy,1.058449697,-0.076563959,0.145051934
Speaker 2,20:06,It's wrong. The way you do it is wrong. It should be a crime. Oh my god.,1013,[],empathy,0.946470974,-0.048590641,0.071345266
Speaker 1,20:10,"I just don't understand like, one, the texture. I don't understand the texture of your rice. There's something seriously wrong with it. And then the taste is just-",1013,[],empathy,0.921739121,-0.041257549,0.173187184
Speaker 2,20:22,It's better. It's better. It's better.,1013,[],empathy,0.660649452,-0.196167278,0.210578069
Speaker 1,20:25,"I mean, if that's all that was left on earth I would-",1013,[],empathy,1.016165425,-0.133962467,0.119422701
Speaker 2,20:27,All right.,1013,[],empathy,0.953041434,0.14159757,0.220409998
Speaker 1,20:29,#NAME?,1013,['crosstalk 00:20:29'],empathy,1.145346997,0.038406597,0.224621926
Speaker 2,20:33,"No, okay. All right. That's your opinion. You can live and die by it and that's on you.",1013,[],empathy,0.906986647,0.014907162,0.110203209
Speaker 1,20:38,Mm-hmm. I'm gonna have to. I have to.,1013,['affirmative'],empathy,0.865861901,-0.176805275,0.101940685
Speaker 2,20:40,"Uh, time is finally up.",1013,[],empathy,1.065848612,-0.07480317,0.176331566
Speaker 1,20:47,.,1013,['crosstalk 00:20:47'],empathy,NA,NA,NA
Speaker 1,0:12,Hi.,1014,[],control,0.4530412,-0.126687187,0.03986172
Speaker 2,0:14,"Hi.. Um, what question would you like to start with?",1014,['laugh'],control,1.004005491,0.000289196,0.158877337
Speaker 1,0:19,"Um, what about number seven?",1014,[],control,0.975494507,0.041003469,0.129432985
Speaker 2,0:33,"Number seven, okay.",1014,[],control,0.633549478,-0.034531995,0.082983928
Speaker 1,0:36,"So, what do you value most in a friendship?",1014,[],control,0.968062802,0.060021848,0.319472852
Speaker 2,0:41,"Um, probably that they're just there for me, like, um, if I need to talk to someone, or if I need help. Or even just, like, going to the market and I don't wanna go alone, like, I wanna be able to, like, just hit 'em up, and them be like, ""Okay, yeah, let's go.""",1014,[],control,0.905964432,-0.044096485,0.118545221
Speaker 1,1:02,"Yeah. Yeah, I feel that. Um. Yeah.",1014,[],control,0.700851606,-0.138945843,0.08392451
Speaker 2,1:08,"Um, what about you?",1014,[],control,1.067184548,-0.055723066,0.170030939
Speaker 1,1:11,"I'm, like, honestly, like, kinda same. Uh, like, at the end of the day, if, like, my friend is there for me, like, those who friendships that end up lasting, I think-",1014,[],control,0.844426687,-0.031655874,0.134563758
Speaker 2,1:19,Mm-hmm.,1014,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 1,1:20,"... um, rather than the ones that are, like, of convenience. Um, so. Do you wanna pick the next one?",1014,[],control,0.95765543,-0.004348605,0.16189248
Speaker 2,1:31,"Uh,, let's do, uh, number eight. ""What makes a conversation meaningful or enjoyable?""",1014,['laugh'],control,0.877718187,-0.015888079,0.212152717
Speaker 1,1:37,"Uh, I don't know. I feel like, uh, probably just, like, that there's a purpose/like a vibe, like, if eve- if everybody is, like, vibing, does that make any sense at all?",1014,['laugh'],control,0.808819777,-0.047466845,0.182638167
Speaker 2,2:05,If they pass the vibe check. Yeah.,1014,[],control,0.836315155,-0.066621068,0.136289334
Speaker 1,2:10,Yeah.,1014,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 2,2:11,"Um, so, like, no small talk then?",1014,[],control,0.813198123,0.029246658,0.081639011
Speaker 1,2:15,"Um, small talk is fine. I just feel like sometimes, like, small talk needs to, like, transfer over into, like, other things, 'cause at a certain point to just run out of things to talk about, and then everyone kinda just sit in silence, which is very awkward. How about you?",1014,[],control,0.88950597,-0.009006734,0.145076367
Speaker 2,2:32,"Yeah, I agree with that. The thing I hate most about, like, meeting new people is, like, the ice breakers in the beginning that Princeton always makes us do.",1014,[],control,0.914781218,0.014888397,0.12967939
Speaker 1,2:41,Yes. I feel like these are kind of ice breakers.,1014,[],control,0.595436876,-0.04761059,0.18327082
Speaker 2,2:47,"I feel like they wanna be deep questions, and they wanna... They want deep answers, but.",1014,[],control,0.726192016,-0.067318063,0.154517904
Speaker 1,2:55,"Yeah. Yeah. Um. Hm. What about question two? We could just, like, keep going through all of the questions.",1014,[],control,0.982974376,-0.070975222,0.115892298
Speaker 2,3:20,"Um, what const- a perfect day? Um, not having to be on Zoom. Um.",1014,['laugh'],control,0.90625279,-0.048725697,0.104229514
Speaker 1,3:29,Yes.,1014,[],control,0.75280013,-0.120093741,-0.012609377
Speaker 2,3:31,"Not having to worry about the homework that seems to be... It seems have gotten greater since we've got onto Zoom, even though, like, it should be the opposite because of COVID times.",1014,[],control,0.961949675,-0.059982328,0.111239607
Speaker 1,3:46,"Yeah. Yeah, I feel that. Um, I feel like a perfect day is, like, no looming deadlines, no things that I have to be, like... Like, no requirements during the day.",1014,[],control,0.84477966,-0.087763155,0.110439235
Speaker 2,4:04,Mm-hmm.,1014,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 1,4:05,"That's, that's a good day.",1014,[],control,0.838570119,-0.124149751,0.176211361
Speaker 2,4:08,How many... Am I allowed to ask different questions?,1014,[],control,0.93015849,-0.04973017,0.145334681
Speaker 1,4:11,"I don't know. I think it says possible conversation prompt, so yeah, I think you can.",1014,[],control,0.976656438,-0.110980096,0.109099716
Speaker 2,4:18,"No, I was gonna ask you how many classes you have this semester.",1014,[],control,0.914612139,-0.090808003,0.147537227
Speaker 1,4:22,"Oh, I have, like, four, but, like, it's kind of three because one of them is, like, Theater451, which is, like, a performance theater thing. And then on Zoom there... We're doing this, like, project where we made this website, and then we just kinda created a bunch of short-form content, kinda, like, inspired by TikTok, which... It was just... It was a good time, but, like, I feel like it doesn't really count as a class, because you just kind of showed up and had fun for a while and then we left. How aby you?",1014,[],control,0.951714264,-0.049788399,0.199243975
Speaker 2,4:55,What year are you? Oh.,1014,[],control,0.838724104,-0.080949708,0.126658038
Speaker 1,4:57,"Oh, I'm a sophomore.",1014,[],control,0.676514918,-0.092634186,0.054059171
Speaker 2,4:58,"Oh, okay. I'm a sophomore too. I had five classes, and then I dropped one because it was, like, super bored.",1014,[],control,0.885980742,-0.105737651,0.109600782
Speaker 1,5:08,Good.,1014,[],control,0.86181195,0.02241778,0.374282665
Speaker 2,5:09,"The professor literally did not know what to do. It was his first year, and he had this, like, lip-smacking problem, he smacked his lips, like, every five seconds, and I just could not do it anymore. um, I, I set up the meeting with my DoS, and I was like, ""I can't."" And she was like, ""You know what? I get you. I support you. If you drop this class, it's fine.""",1014,"['laugh', 'laugh']",control,0.918770135,-0.04426818,0.121357757
Speaker 1,5:35,"I feel that. Yeah. I, I have a roommate who is taking six classes a semester. Um, and I was... I'm actually... I'm living off campus with, like, three other people. And two of my roommates were gonna be doing six classes, and then one of them, we all had to, like, talk her into dropping one of them, because she was just, like, constantly stressed, she was like, ""I hate this class, it's awful, I'm not learning anything."" I was... And we were just like, ""Well, just drop it. Like it's ba- if it's bad, stop taking it.""",1014,[],control,0.885535034,-0.054253684,0.096463998
Speaker 2,6:08,"I didn't even know you were allowed to take six classes, but now I'm figuring out that, like, more people take six classes than, like, normal, and it's like why?",1014,[],control,0.899596794,-0.045080074,0.122789279
Speaker 1,6:19,"I think you're technically allowed. Um, like, I know my one roommate had to, like, wait until the freshmen were allowed to sign up, and then she could add a class. But, like, I think technically you're allowed up to seven, but.",1014,[],control,0.93877492,-0.071054853,0.101935051
Speaker 2,6:34,But who and why?,1014,[],control,1.218426406,-0.060646669,0.241493833
Speaker 1,6:36,"It's not a good idea. Like, I guess if you're not doing any clubs, and you're not doing anything during quarantine and you wanna, like, have, like, three class semesters for the next few years, then sure, but why?",1014,[],control,0.959542454,-0.058148537,0.132982683
Speaker 2,6:50,"A lot of the people I know who are taking, like, six classes aren't even doing it to get a head, they just wanna take those six classes to, like, be impressive or something.",1014,[],control,0.920728783,-0.011367117,0.159831682
Speaker 1,7:00,"I, I ca- I'm so- I can't stand those people. I just, like... I'm like, ""Why? Do you just wanna make all your friends feel bad about themselves? Is that what this is. Are you, like, just trying to show off?"" There's no way you can actually enjoy all of those, I feel like.",1014,[],control,0.816927127,-0.043097433,0.167135169
Speaker 2,7:18,"Yeah. Every single person who's taking six classes, like, I ask them why, and I'm like, ""Do you like those classes?"" And they're like, ""No, it's so hard, and I ha- and I hate it."" And I'm just like, ""but, okay.""",1014,[],control,0.824366927,-0.028849432,0.099881076
Speaker 1,7:30,"What the f- yeah, why? Does not make much sense.",1014,[],control,0.910483843,0.001979957,0.176422164
Speaker 2,7:36,"So, did you really do your five class semester, or are you doing it next semester?",1014,[],control,0.978500024,-0.044377638,0.134857412
Speaker 1,7:41,"So, I did, um, I did PIB on Zoom, so I had, like, two classes this summer, and that's how I got through it.",1014,[],control,0.940654863,-0.090517797,0.12517568
Speaker 2,7:54,"Yeah, I need a... I either need to take a summer class, or I need to take 5 classes next semester, and I don't know what I'm gonna do.",1014,[],control,0.927098162,-0.040232342,0.097561576
Speaker 1,8:02,"I mean, you could always do... Just do, like, an art course, like a PDF-only art course. They're al- always just good vibes.",1014,['crosstalk 00:08:12'],control,0.888798242,0.004254108,0.229618996
Speaker 2,8:12,"I was doing, um, a creative writing course right now that's PDF.",1014,[],control,1.052089015,-0.014152878,0.127368562
Speaker 1,8:15,"Oh, nice.",1014,[],control,0.359177069,-0.04803933,0.328527652
Speaker 2,8:18,"Yeah. But even then I was like, “This is too much.”",1014,[],control,0.997380288,-0.130152136,0.092919723
Speaker 1,8:22,"Yeah, a creat- I heard creative writing is just, like, a lot, um, because there just... You have to create so much content so quickly, and I was like, ""I can't, I can't do it. It's too hard. I can't.""",1014,[],control,0.903810175,-0.092438177,0.138122287
Speaker 2,8:36,What major are you?,1014,[],control,0.854452034,-0.072596066,0.111298429
Speaker 1,8:38,"I'm probably Probably gonna be a psych major, and then I'm gonna get, like, a theater certificate. I'm thinking maybe a neuroscience certificate, but, yeah.",1014,[],control,0.914053876,-0.131520823,0.071565706
Speaker 2,8:48,"Oh. Um, I'm probably gonna be a classics major. I'm considering psych, but I've gotten so close to all the professors in the classics department that they're like, ""No, you can't leave us."" And I'm like, ""But.""",1014,[],control,0.870939272,-0.08531351,0.07022658
Speaker 1,9:05,I'm assuming classics it's not the most common one.,1014,[],control,0.951097619,-0.048988353,0.084463763
Speaker 2,9:11,"Last year there were, like, four people who graduated with a classics degree.",1014,[],control,0.888248547,-0.046943134,0.15963315
Speaker 1,9:17,"Oh my God. Yeah. I mean, if you wanna go into academia, like, that's the way to go.",1014,[],control,0.85237608,-0.039885925,0.092428348
Speaker 2,9:23,I... No. Absolutely not.,1014,[],control,0.925856748,-0.153341106,0.013140481
Speaker 1,9:28,"I mean, like, what would you do with it?",1014,[],control,0.984809216,-0.045587411,0.169043082
Speaker 2,9:31,"See, that's, that's the million dollar question. Um, I have no idea what I wanna do to be honest. Um, but also, I... I'm disgusted at any, like, just, like, stable major. Um-",1014,[],control,0.858810227,-0.063784977,0.082596436
Speaker 1,9:47,I feel that.,1014,[],control,0.628015357,-0.104028484,0.255595427
Speaker 2,9:48,"... yeah. So, we're just gonna... Just gonna see where life takes us.",1014,[],control,0.883700242,-0.094790314,0.150448967
Speaker 1,9:53,"Yeah. I mean, Princeton degrees, people will just hire you, like, without worrying about your major too much, so yeah.",1014,[],control,0.821299894,-0.055094831,0.066458193
Speaker 2,10:05,Are you thinking grad school?,1014,['crosstalk 00:10:07'],control,1.030925794,-0.069894057,0.064926536
Speaker 1,10:09,"Um, I'm thinking law school maybe.",1014,[],control,1.08484957,-0.084731021,-0.011396885
Speaker 2,10:12,"Oh, that's a lot.",1014,[],control,0.678168219,-0.033375592,0.129239571
Speaker 1,10:15,"It's a lot, but, like, I really enjoy, like, studying the law, so it's like, it will be work, but, like, it's work that I actually know for a fact that I will enjoy. Whereas now I'm just, like, try to figure out what sector of psych that I belong in, and I'm just like, half of these I just don't like the class or any of this. Like, I don't... I'm not interested in any of this at all, so. We'll see.",1014,[],control,0.905528652,-0.057890945,0.145240248
Speaker 2,10:41,"Princeton doesn't have a a pre-law program, does it?",1014,[],control,1.010037948,-0.061450558,0.092677847
Speaker 1,10:47,"No. And you just, like, say you're pre-law, and then call it a day. Are you considering any grad school?",1014,[],control,0.993088507,-0.045415131,0.082665147
Speaker 2,10:55,"I wasn't because I was like, ""Schools not for me,"" um, but I think now I am. Because, like, looking at people who, like... People who are, like, mentors to me, like, not necessarily because, like, I like their job or anything, but I just like them, like, as a person, they're good at what they do, like, they all have masters and above, so.",1014,[],control,0.920644457,-0.047769658,0.142957303
Speaker 1,11:19,"Mm-hmm. Yeah. I mean, masters will just give you, like, an immediate pay boost apparently, in, like, public schools, um so.",1014,['affirmative'],control,0.855221332,0.017346982,0.117524093
Speaker 2,11:35,Yeah.,1014,[],control,0.761711808,-0.192571471,-0.042331857
Speaker 1,11:35,"I don't know. No, I feel like there are jobs that, like, you'll just get paid more by getting one. Yeah. We have eight minutes left.",1014,[],control,0.777599725,-0.07514061,0.11956851
Speaker 2,11:47,"Wait, yeah, I've been watching the time.",1014,['laugh'],control,0.907929072,-0.096788269,0.090283365
Speaker 1,11:52, um.,1014,['laugh'],control,0.661781539,0.080916363,0.021874894
Speaker 2,11:58,Uh.,1014,[],control,0.764502119,-0.095891152,-0.0788612
Speaker 1,11:59,"We could just go back to the questions, and just, like, go one by one.",1014,[],control,1.033868936,-0.038071117,0.162765453
Speaker 2,12:02,"Yeah, sure.",1014,[],control,0.894670583,-0.088090221,0.118464429
Speaker 1,12:06,"Um, what about number one?",1014,[],control,1.114115409,0.021393043,0.165309592
Speaker 2,12:09,"Mh. Um. I'm trying to think about what I wanna share. Um, uh, you can go first if you have an answer.",1014,[],control,0.945017035,-0.055255568,0.131970308
Speaker 1,12:35,"I don't have an answer.. Um, I don't know. I just... I think I just enjoy, like, spending time with people.",1014,['laugh'],control,0.878856427,-0.117966028,0.146158671
Speaker 2,12:51,Mm-hmm.,1014,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 1,12:52,"If they ha- like, sharing experiences that are related to my interests specifically. Um, yeah.",1014,[],control,0.929200483,0.016007757,0.163293726
Speaker 2,13:04,"Um, yeah. I, I mean me too. Like, I guess going off with that I would want someone who I could share, like, like, the knowledge of, like, the classics with, just because we're so obscure. Um, um, I have not met another person's who, in, like, our year anyways, that's planning on majoring in classics. Um, and it's, like, super nerdy, talks but, like, I want someone geek out about Latin, like, with. Like, no one gets it, and I'm just like, ""Yeah, it's fine."" L",1014,[],control,0.890226541,-0.030892531,0.117067661
Speaker 1,13:42,"That's, that's fair. I mean, my, my friend, Reece, he's taking a gap year this year, um, I don't know if we're allowed to name names. Anyway, well, it's a little late for that. But he's taking a gap year, and he, like, the- is, like, in the linguistics major. And yeah, I don't know. If you... You'll probably run into him if you're, like, interested in Latin, so.",1014,[],control,0.922288281,-0.057719753,0.099010638
Speaker 2,14:08,"Linguistics majors confused me, because I'm just... What are they? They're even weirder than classics to be hone- not gonna lie, because all the linguistics professors that I've met, like, they're like, ""Oh yeah, I know, like, 17 languages,"" and I'm like, ""Oh, okay. Like, which ones?"" And they're all, like, 17 obscured dead languages that I've never even heard of.",1014,[],control,0.793597021,-0.067439245,0.064153592
Speaker 1,14:30,"Yeah. I just... So- some majors I just don't under- I don't... I'm like, ""Why?"" If analyzing the structure of a word sparks joy for you, then by all means study it. But I just don't understand. I cannot empathize. Yeah. But, luckily we're gonna be declaring at the end of this year, so you'll, like, actually be able to know, who's, like, in the classics department, and yeah.",1014,[],control,0.894364483,-0.062471265,0.129988257
Speaker 2,15:03,"I don't expect us to be a lot. Like, in Latin101 and 102, I had three classmates, so.",1014,['laugh'],control,0.892109461,-0.048001744,0.142757525
Speaker 1,15:16,Wow.,1014,[],control,0.585978914,-0.136482912,0.05584726
Speaker 2,15:16,"And those were more... They... Those were g- all grad students that were taking Latin just, like, for fun, or, like, just because, like, their original documents that they're studying in whatever they are are in Latin. So, they're like, ""Oh, yeah, probably helpful.""",1014,[],control,0.863851439,-0.038331135,0.146180455
Speaker 1,15:34,"Yeah. Yeah. I'm so bad at languages, I can't pick them up.",1014,[],control,0.837835456,-0.099813836,-0.01032214
Speaker 2,15:43,"Are you... Um, are you psych as in, like, a STEM major? Like, via... No, you're not BSE. You have to be AB, right? So, what language are you doing?",1014,[],control,0.867153384,-0.054159509,0.093328941
Speaker 1,15:54,"I did Chinese. Um, and I, I'm, I'm half Chinese, and I studied... Like, my mum sent me to Chinese school, like, every Saturday when I was little kid. And then I got to high school, and I immediately forgot everything that I knew. And I got to Princeton, and I had to start over from the beginning. And the program is so hard. I just... I... Like, I complain about it so much that, like, all my friends, like, if somebody brings up, like, Chinese class, they're like, ""Oh, Gaya, you're..."" That's my name. Well, we don't know each other anyway, so it's fine. Um, but... And I guess if they're recording our videos, then, like, whoever... Whatever researcher would know, like, my name. They can just bleep it if it's a transcript. I'm so sorry if I ruined your experiment, guys.. Um, yeah.",1014,['laugh'],control,0.903685336,-0.049866389,0.118080924
Speaker 2,16:52,Mm-hmm.,1014,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 1,16:54,"Anyway, I hate... I hate studying Chinese. And they try... The teachers tried so hard to help me, and it was... It didn't go well. But.",1014,['laugh'],control,0.841664461,-0.007630722,0.075313022
Speaker 2,17:04,"Yeah. Language classes at Princeton in general, like, just suck the life out of you. They just expect you to learn the entirety of the language in, like, one semester, and it's, like, what, what?",1014,['laugh'],control,0.907902389,0.011208346,0.154209946
Speaker 1,17:18,"Yeah. Um, what, what language did you do?",1014,[],control,1.030053658,0.002469761,0.140380903
Speaker 2,17:22,"I'm do- Um, I'm doing Latin, and then I'm gonna do Greek next semester too. Um, but I already know Vietnamese and Cantonese. But apparently, like, those are not good enough, because, um... So, those are the languages that, I guess we're such a small population that they don't offer it, like, anywhere.",1014,['laugh'],control,0.902449198,-0.063240508,0.109273095
Speaker 1,17:46,"That's awkward. Um.. Oh. But, like, you'll speak four languages by the time you're done Princeton, which is, like, super impressive.",1014,['laugh'],control,0.779648402,-0.03282522,0.105462146
Speaker 2,18:00,"Like, will I? I don't know.. Like, I...",1014,['laugh'],control,0.847545449,-0.182662426,0.065487128
Speaker 1,18:04,You'll kind of.,1014,[],control,0.90823467,0.048454657,0.520305436
Speaker 2,18:06,"In Latin, I'm honestly so confused all the time, I don't understand how I'm moving on to, like, the next levels.",1014,[],control,0.909584269,-0.006397684,0.09470024
Speaker 1,18:15,"Um, everything is so rushed at Princeton. It's, like, really ridiculous. Yeah.",1014,[],control,0.799695887,-0.037142242,0.036760804
Speaker 2,18:28,You have a minute and 20 seconds.,1014,[],control,0.81762132,-0.053718115,0.109889441
Speaker 1,18:29,"Oh, a minute and 53 seconds. Anything important you wanna say?",1014,['laugh'],control,0.845974686,-0.026907388,0.126927836
Speaker 2,18:37,"Oh, did you... I think you started later than me, because I only have a minute and 10 seconds.",1014,[],control,0.963899577,-0.107717363,0.123024477
Speaker 1,18:46,"Well.. Well, uh, this is a good conversation. I feel like we're vibing as much as you can at voluntary-",1014,['laugh'],control,0.795809417,-0.058538246,0.205347032
Speaker 2,18:55,"Yeah, even if it's a forced one.",1014,[],control,1.00227275,-0.155723781,0.09255882
Speaker 1,18:58,... experiment. Yeah.,1014,['laugh'],control,0.866889383,-0.009275424,0.001945613
Speaker 2,19:00,"How, how many, uh... How many credits do you still need do after this?",1014,[],control,0.870649359,0.016674373,0.161522532
Speaker 1,19:04,"So, since I'm doing all of my psych pre-reqs this semester, um, I s- I've gotten 5.25 credits, and I still need 3.75. Or after then it would just be 2.75.",1014,[],control,0.899911268,-0.103021065,0.050532398
Speaker 2,19:23,"That's a lot. I st- After the... I only need four because I'm only taking Intro to Psych. Um, so it think I need 0.5 more just...",1014,[],control,0.930446611,-0.087919346,0.104918142
Speaker 1,19:32,"Nice. Good for you. I just don't think there's, like, enough studies to fill my eight hours of requirements, but.",1014,[],control,0.916655565,-0.093843063,0.167014484
Speaker 2,19:42,"Um, technically, more studies are supposed to show up, right?",1014,[],control,1.062500712,0.033890519,0.173282012
Speaker 1,19:46,"They should, but, like, in the past... I've been checking, like, every few days just because I don't wanna miss any, um, and there's just, like, no... There's nothing. Um.",1014,[],control,0.828406135,-0.074662696,0.068686544
Speaker 2,20:00,Mm-hmm.,1014,['affirmative'],control,0.710427498,-0.347355476,0.008855719
Speaker 1,20:02,"Like, there's nothing showing up as new, or I did ready. Or I could write a paper, but I don't wanna do that.",1014,[],control,0.960010038,-0.096431357,0.107512177
Speaker 2,20:12,"Don't do that.. Um, are we supposed to click next? I think we do, right?",1014,['laugh'],control,1.077417074,-0.039228886,0.13399539
Speaker 1,20:20,I don't... I don't know..,1014,['laugh'],control,0.740343108,-0.200371469,0.017405184
Speaker 2,20:22,Um.,1014,[],control,0.736779748,-0.082821036,-0.052319142
Speaker 1,0:00,"All right, fantastic. So, one, I wish I had someone with whom I could share.",1015,[],empathy,0.896423902,-0.060013424,0.286394628
Speaker 2,0:12,"Oh, sorry. I'm just looking that's the page. My bad.",1015,[],empathy,0.740215653,-0.076275861,0.020928778
Speaker 1,0:12,. Um.,1015,['laugh'],empathy,0.736779748,-0.082821036,-0.052319142
Speaker 2,0:12,Um.,1015,[],empathy,0.736779748,-0.082821036,-0.052319142
Speaker 1,0:21,"Whoa, that's deep.",1015,[],empathy,0.565143958,-0.185428722,0.015522263
Speaker 2,0:22,"Yeah, that's deep and open ended.",1015,[],empathy,0.752781419,-0.092875442,0.101950777
Speaker 1,0:23,". Um, I guess I wish I had someone with whom I could share like a life-changing experience. I don't know. I just like feel like it'd be cool to live like a movie moment with someone.",1015,['laugh'],empathy,0.776250109,-0.045377565,0.19589781
Speaker 2,0:40,"Yeah, I'm- I'm totally with you on that one. I think also like during this time and like share stress. It sounds weird but like I think it's a bonding experience when like you have people around you understand, um, like the stress you're under, the- the tasks that you're undergoing.",1015,['inaudible 00:00:48'],empathy,0.840482312,-0.023618885,0.096795753
Speaker 1,1:00,"Yeah. Yeah, for sure. Okay.",1015,[],empathy,0.926183569,-0.102686417,0.135853538
Speaker 2,1:01,Okay.,1015,[],empathy,0.812721377,-0.120297631,-0.004907734
Speaker 1,1:01,What would constitute a perfect day for you?,1015,[],empathy,0.997849654,-0.147389163,0.240706895
Speaker 2,1:04,"W- What would... Uh, that's a difficult one. I have to say like my perfect day compared to what is h- happening right now is just school is not... There's a huge gap but I think my ideal day would involve, I would- I always feel great after a run. So, I think like get up early, go for a run, afterwards... Sorry, if I'm cutting out a little bit. Um, afterwards I would probably take a long shower and then drink some coffee and then like I'm in Montreal right now, which is a beautiful city, so I'd probably walk around, um, like the canal area and go to my favorite ice cream shop and then just like talk with people and have, um, good conversation about, like I'm super into politics so probably something around, at this time, the election or whatever's going on.",1015,[],empathy,0.92748612,-0.041749369,0.125562666
Speaker 1,2:01,"Yeah. That's cool. I like that. That's really like detailed. I was just thinking something like, um, a day like spent in nature. Like I love the mountains and like hiking. So, anything like related to that would be a perfect day for me. Am I frozen or are you frozen? I can't tell. Oh, okay, you're back. Oh, no. Oh, hello?",1015,[],empathy,0.820948093,-0.077144978,0.142258528
Speaker 2,2:51,Sorry. I literally just like-,1015,[],empathy,0.754936534,-0.12017891,0.023450615
Speaker 1,2:51,That's okay..,1015,['laugh'],empathy,0.626913825,-0.099882492,0.00632089
Speaker 2,2:51,"Okay, we're back.",1015,[],empathy,0.753937812,-0.034979563,-0.022645336
Speaker 1,2:56,"No worries. Um, okay for what in your life do you feel most grateful?",1015,[],empathy,0.699494438,-0.004408719,0.200311676
Speaker 2,3:05,Hmm. That's also a deep one..,1015,['crosstalk 00:03:07'],empathy,0.857146285,-0.181312945,0.15501783
Speaker 1,3:07,I know.,1015,[],empathy,0.881929957,-0.125890424,0.099613424
Speaker 2,3:09,"Um, I think I probably feel most grateful for my siblings. I have- I have five sisters, which is a lot.",1015,[],empathy,0.84007661,-0.09892015,0.173672371
Speaker 1,3:21,Oh my..,1015,['laugh'],empathy,0.626878484,0.04767575,0.081769246
